seq_id,alignment_start,alignment_end,envelope_start,envelope_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,bit_score,E-value,significance,clan
AT1G17530.1,62,169,59,177,PF02466.18,Tim17,Family,4,102,104,67.0,1.5e-18,1,No_clan
AT1G01900.1,56,120,29,120,PF05922.15,Inhibitor_I9,Domain,18,82,82,28.1,2.3e-06,1,CL0570
AT1G01900.1,144,615,143,615,PF00082.21,Peptidase_S8,Domain,2,298,298,238.3,1e-70,1,No_clan
AT1G01900.1,397,468,378,468,PF02225.21,PA,Family,22,93,93,33.7,2.7e-08,1,CL0364
AT1G13150.1,38,502,37,514,PF00067.21,p450,Domain,3,449,463,219.2,8.1e-65,1,No_clan
AT1G71340.1,85,305,78,307,PF03009.16,GDPD,Family,8,257,259,78.4,6.6e-22,1,CL0384
AT1G24400.1,30,423,29,427,PF01490.17,Aa_trans,Family,2,404,409,348.2,5e-104,1,CL0062
AT1G08770.1,44,186,42,186,PF03208.18,PRA1,Family,3,143,143,148.9,6.8e-44,1,No_clan
AT1G73080.1,30,72,29,72,PF08263.11,LRRNT_2,Family,2,41,41,35.0,1.2e-08,1,No_clan
AT1G73080.1,124,183,123,183,PF13855.5,LRR_8,Repeat,2,61,61,31.5,9.9e-08,1,CL0022
AT1G73080.1,829,1105,827,1107,PF00069.24,Pkinase,Domain,3,260,264,154.3,3.6e-45,1,CL0016
AT1G70680.1,16,183,15,184,PF05042.12,Caleosin,Family,2,169,170,219.6,2.2e-65,1,CL0220
AT1G79040.1,42,139,42,139,PF04725.11,PsbR,Family,1,98,98,165.7,2.2e-49,1,No_clan
AT1G17810.1,17,242,16,242,PF00230.19,MIP,Family,2,227,227,267.1,1.2e-79,1,No_clan
AT1G50610.1,44,87,44,87,PF08263.11,LRRNT_2,Family,1,41,41,38.1,1.3e-09,1,No_clan
AT1G50610.1,137,197,136,197,PF13855.5,LRR_8,Repeat,2,61,61,37.7,1.2e-09,1,CL0022
AT1G50610.1,379,644,376,645,PF07714.16,Pkinase_Tyr,Domain,5,259,260,99.0,2.4e-28,1,CL0016
AT1G08920.2,58,470,16,472,PF00083.23,Sugar_tr,Family,43,450,452,234.4,2.1e-69,1,CL0015
AT1G08920.1,58,463,16,465,PF00083.23,Sugar_tr,Family,43,450,452,245.7,7.9e-73,1,CL0015
AT1G08920.3,58,439,15,445,PF00083.23,Sugar_tr,Family,43,422,452,216.7,5.2e-64,1,CL0015
AT1G14500.1,6,91,5,99,PF12796.6,Ank_2,Repeat,2,74,84,30.1,5.1e-07,1,CL0465
AT1G14500.1,186,207,185,218,PF00023.29,Ank,Repeat,3,23,32,17.3,0.0045,1,CL0465
AT1G14500.1,287,358,283,398,PF13962.5,PGG,Domain,5,79,116,44.1,1.4e-11,1,No_clan
AT1G60600.2,101,357,100,364,PF01040.17,UbiA,Family,2,245,252,79.1,2.9e-22,1,CL0613
AT1G60600.1,6,262,5,269,PF01040.17,UbiA,Family,2,245,252,80.5,1.1e-22,1,CL0613
AT1G14660.1,36,446,34,448,PF00999.20,Na_H_Exchanger,Family,3,379,381,223.4,3.5e-66,1,CL0064
AT1G14660.2,36,380,34,425,PF00999.20,Na_H_Exchanger,Family,3,319,381,178.0,2.3e-52,1,CL0064
AT1G11000.1,9,473,8,490,PF03094.14,Mlo,Family,2,466,479,574.5,1.2e-172,1,No_clan
AT1G80530.1,13,260,13,260,PF06813.12,Nodulin-like,Family,1,250,250,313.2,1.1e-93,1,CL0015
AT1G22540.1,102,514,102,515,PF00854.20,PTR2,Family,1,394,395,317.7,8.8e-95,1,CL0015
AT1G23465.1,44,109,42,128,PF00717.22,Peptidase_S24,Domain,3,61,70,39.0,5.3e-10,1,CL0299
AT1G23465.1,114,151,106,153,PF10502.8,Peptidase_S26,Domain,96,133,138,21.4,0.00016,1,CL0299
AT1G68070.1,291,333,290,333,PF13639.5,zf-RING_2,Domain,2,44,44,51.0,1.2e-13,1,CL0229
AT1G29520.1,15,154,15,155,PF05512.10,AWPM-19,Family,1,141,142,210.8,7.9e-63,1,No_clan
AT1G71960.1,85,235,84,235,PF00005.26,ABC_tran,Domain,2,137,137,95.7,3e-27,1,CL0023
AT1G71960.1,389,594,388,594,PF01061.23,ABC2_membrane,Family,2,210,210,112.7,1.4e-32,1,CL0181
AT1G55300.2,1,138,1,142,PF04658.12,TAFII55_N,Family,1,153,160,105.2,2.6e-30,1,No_clan
AT1G79360.1,111,504,31,509,PF00083.23,Sugar_tr,Family,46,445,452,109.5,1.7e-31,1,CL0015
AT1G26120.1,211,420,209,423,PF07859.12,Abhydrolase_3,Domain,3,207,211,59.1,5.2e-16,1,CL0028
AT1G28140.1,121,259,121,259,PF10063.8,DUF2301,Family,1,135,135,185.0,7.3e-55,1,No_clan
AT1G11580.1,56,203,54,203,PF04043.14,PMEI,Domain,4,154,154,67.1,2e-18,1,No_clan
AT1G11580.1,246,542,246,543,PF01095.18,Pectinesterase,Family,1,297,298,492.1,3.4e-148,1,CL0268
AT1G60960.1,61,422,61,422,PF02535.21,Zip,Family,1,333,333,259.7,3.7e-77,1,CL0184
AT1G55360.1,57,180,57,180,PF14365.5,Neprosin_AP,Family,1,118,118,148.7,8.6e-44,1,No_clan
AT1G55360.1,193,415,193,415,PF03080.14,Neprosin,Family,1,220,220,292.0,2.1e-87,1,No_clan
AT1G61050.1,166,287,165,289,PF04488.14,Gly_transf_sug,Family,2,95,98,89.0,2.2e-25,1,CL0110
AT1G61050.1,305,429,304,431,PF04572.11,Gb3_synth,Family,2,129,131,111.7,2.6e-32,1,No_clan
AT1G53470.1,643,847,641,848,PF00924.17,MS_channel,Family,3,205,206,85.5,3.3e-24,1,No_clan
AT1G49030.1,88,186,88,186,PF04749.16,PLAC8,Family,1,98,98,85.6,3.3e-24,1,No_clan
AT1G30450.1,137,613,137,628,PF00324.20,AA_permease,Family,1,461,479,201.7,1.6e-59,1,CL0062
AT1G30450.1,647,768,646,774,PF03522.14,SLC12,Family,2,119,432,51.3,8.6e-14,1,No_clan
AT1G30450.1,779,974,769,975,PF03522.14,SLC12,Family,244,431,432,91.3,6.1e-26,1,No_clan
AT1G30450.2,137,613,137,628,PF00324.20,AA_permease,Family,1,461,479,201.7,1.6e-59,1,CL0062
AT1G30450.2,647,768,646,774,PF03522.14,SLC12,Family,2,119,432,51.3,8.6e-14,1,No_clan
AT1G30450.2,779,974,769,975,PF03522.14,SLC12,Family,244,431,432,91.3,6.1e-26,1,No_clan
AT1G30450.3,137,613,137,628,PF00324.20,AA_permease,Family,1,461,479,201.7,1.6e-59,1,CL0062
AT1G30450.3,647,768,646,774,PF03522.14,SLC12,Family,2,119,432,51.3,8.6e-14,1,No_clan
AT1G30450.3,779,974,769,975,PF03522.14,SLC12,Family,244,431,432,91.3,6.1e-26,1,No_clan
AT1G49730.1,361,625,358,627,PF00069.24,Pkinase,Domain,5,259,264,167.0,4.9e-49,1,CL0016
AT1G49730.3,273,380,272,386,PF07714.16,Pkinase_Tyr,Domain,3,117,260,69.0,3.6e-19,1,CL0016
AT1G42560.1,14,459,13,460,PF03094.14,Mlo,Family,2,447,479,663.1,1.7e-199,1,No_clan
AT1G08140.1,63,457,61,461,PF00999.20,Na_H_Exchanger,Family,4,374,381,83.8,9.1e-24,1,CL0064
AT1G63450.1,278,605,278,610,PF03016.14,Exostosin,Family,1,295,300,286.0,2.8e-85,1,No_clan
AT1G72300.1,51,87,49,87,PF08263.11,LRRNT_2,Family,3,41,41,27.9,2e-06,1,No_clan
AT1G72300.1,630,652,630,652,PF00560.32,LRR_1,Repeat,1,23,23,15.9,0.012,1,CL0022
AT1G72300.1,806,1072,803,1074,PF07714.16,Pkinase_Tyr,Domain,4,258,260,140.8,4.3e-41,1,CL0016
AT1G34050.1,51,113,21,119,PF12796.6,Ank_2,Repeat,24,78,84,38.4,1.3e-09,1,CL0465
AT1G34050.1,179,240,153,249,PF12796.6,Ank_2,Repeat,23,76,84,38.4,1.3e-09,1,CL0465
AT1G34050.1,390,498,389,500,PF13962.5,PGG,Domain,2,114,116,96.0,1.1e-27,1,No_clan
AT1G20980.1,120,193,120,194,PF03110.13,SBP,Domain,1,74,75,99.4,9.4e-29,1,No_clan
AT1G15220.1,4,115,1,138,PF03918.13,CcmH,Family,15,126,143,98.5,1.9e-28,1,No_clan
AT1G15220.2,4,115,1,138,PF03918.13,CcmH,Family,15,126,143,98.5,1.9e-28,1,No_clan
AT1G32090.1,7,179,6,179,PF13967.5,RSN1_TM,Family,2,156,156,151.4,1.5e-44,1,No_clan
AT1G32090.1,200,362,200,362,PF14703.5,PHM7_cyt,Domain,1,176,176,158.3,2.1e-46,1,CL0221
AT1G32090.1,373,645,373,645,PF02714.14,RSN1_7TM,Family,1,274,274,268.1,7.5e-80,1,CL0416
AT1G29720.1,407,593,405,593,PF11721.7,Malectin,Domain,3,165,165,148.9,1.3e-43,1,CL0468
AT1G29720.1,676,941,673,942,PF07714.16,Pkinase_Tyr,Domain,4,259,260,171.1,2.4e-50,1,CL0016
AT1G13770.1,46,282,43,283,PF04884.13,DUF647,Family,4,240,241,291.1,6.4e-87,1,No_clan
AT1G13770.2,1,195,1,196,PF04884.13,DUF647,Family,46,240,241,234.8,9.5e-70,1,No_clan
AT1G78530.1,77,342,75,344,PF00069.24,Pkinase,Domain,3,260,264,165.9,1.1e-48,1,CL0016
AT1G78230.1,452,507,451,507,PF13855.5,LRR_8,Repeat,2,61,61,38.3,7.6e-10,1,CL0022
AT1G67410.1,51,365,49,365,PF03016.14,Exostosin,Family,3,300,300,303.4,1.5e-90,1,No_clan
AT1G49960.1,34,436,31,438,PF00860.19,Xan_ur_permease,Family,4,387,389,216.1,6e-64,1,CL0062
AT1G05160.1,46,466,46,481,PF00067.21,p450,Domain,1,439,463,228.4,1.3e-67,1,No_clan
AT1G11670.1,60,220,60,220,PF01554.17,MatE,Family,1,161,161,125.8,1.1e-36,1,CL0222
AT1G11670.1,282,444,281,444,PF01554.17,MatE,Family,2,161,161,116.4,8.6e-34,1,CL0222
AT1G14490.1,32,150,31,151,PF03479.14,DUF296,Domain,2,98,99,81.2,5.8e-23,1,CL0615
AT1G15150.1,41,201,41,201,PF01554.17,MatE,Family,1,161,161,111.5,2.8e-32,1,CL0222
AT1G15150.1,262,423,262,424,PF01554.17,MatE,Family,1,159,161,88.3,3.8e-25,1,CL0222
AT1G11940.1,75,329,75,329,PF02485.20,Branch,Family,1,247,247,269.9,1.8e-80,1,CL0110
AT1G04150.1,12,100,11,117,PF00168.29,C2,Domain,2,87,103,69.9,1.7e-19,1,CL0154
AT1G04150.1,280,367,279,378,PF00168.29,C2,Domain,2,92,103,28.6,1.2e-06,1,CL0154
AT1G04150.1,434,551,434,553,PF00168.29,C2,Domain,1,101,103,49.1,5.1e-13,1,CL0154
AT1G04150.1,602,712,602,712,PF00168.29,C2,Domain,1,103,103,82.1,2.8e-23,1,CL0154
AT1G04150.1,857,1012,857,1012,PF08372.9,PRT_C,Family,1,156,156,242.9,1e-72,1,CL0484
AT1G62680.1,73,130,71,132,PF13812.5,PPR_3,Repeat,3,60,63,21.3,0.00019,1,CL0020
AT1G62680.1,150,182,149,182,PF12854.6,PPR_1,Repeat,2,34,34,35.0,7.7e-09,1,CL0020
AT1G62680.1,188,237,188,237,PF13041.5,PPR_2,Repeat,1,50,50,67.9,5.7e-19,1,CL0020
AT1G62680.1,258,306,258,307,PF13041.5,PPR_2,Repeat,1,49,50,64.7,5.7e-18,1,CL0020
AT1G62680.1,324,357,324,357,PF12854.6,PPR_1,Repeat,1,34,34,51.9,4e-14,1,CL0020
AT1G62680.1,364,412,363,412,PF13041.5,PPR_2,Repeat,2,50,50,62.8,2.4e-17,1,CL0020
AT1G62680.1,434,482,433,482,PF13041.5,PPR_2,Repeat,2,50,50,64.0,9.8e-18,1,CL0020
AT1G54115.1,141,283,140,286,PF01699.23,Na_Ca_ex,Family,2,148,151,95.9,2.1e-27,1,No_clan
AT1G54115.1,482,632,480,634,PF01699.23,Na_Ca_ex,Family,3,149,151,89.6,1.7e-25,1,No_clan
AT1G11680.1,41,460,40,480,PF00067.21,p450,Domain,2,439,463,229.5,6.1e-68,1,No_clan
AT1G55620.2,222,547,197,549,PF00654.19,Voltage_CLC,Family,36,351,354,233.2,4.6e-69,1,No_clan
AT1G55620.2,619,672,614,673,PF00571.27,CBS,Domain,3,56,57,41.2,1.5e-10,1,No_clan
AT1G55620.2,686,749,686,750,PF00571.27,CBS,Domain,1,56,57,27.8,2.5e-06,1,No_clan
AT1G55620.1,26,351,3,353,PF00654.19,Voltage_CLC,Family,36,351,354,237.8,1.9e-70,1,No_clan
AT1G55620.1,423,476,418,477,PF00571.27,CBS,Domain,3,56,57,41.7,1.1e-10,1,No_clan
AT1G55620.1,490,553,490,554,PF00571.27,CBS,Domain,1,56,57,28.3,1.7e-06,1,No_clan
AT1G21140.1,31,99,31,102,PF01988.18,VIT1,Family,1,70,214,84.7,7.6e-24,1,No_clan
AT1G21140.1,96,192,92,193,PF01988.18,VIT1,Family,120,213,214,64.3,1.3e-17,1,No_clan
AT1G33060.2,25,150,25,151,PF02365.14,NAM,Family,1,116,117,120.5,6.8e-35,1,No_clan
AT1G33060.1,25,150,25,151,PF02365.14,NAM,Family,1,116,117,120.5,6.7e-35,1,No_clan
AT1G61475.1,96,156,94,191,PF07714.16,Pkinase_Tyr,Domain,3,61,260,20.4,0.00024,1,CL0016
AT1G61475.1,171,212,171,212,PF11883.7,DUF3403,Family,1,47,47,57.4,1.1e-15,1,No_clan
AT1G75370.1,158,324,157,324,PF00650.19,CRAL_TRIO,Domain,2,159,159,120.6,4.6e-35,1,CL0512
AT1G72310.1,126,169,125,169,PF13639.5,zf-RING_2,Domain,2,44,44,54.9,7.3e-15,1,CL0229
AT1G74450.1,1,390,1,390,PF05633.10,BPS1,Family,1,388,388,636.1,1.9e-191,1,CL0133
AT1G03260.1,67,185,67,186,PF09335.10,SNARE_assoc,Family,1,119,120,93.2,1.4e-26,1,No_clan
AT1G62262.1,41,342,40,343,PF03595.16,SLAC1,Family,2,323,324,149.9,9.6e-44,1,No_clan
AT1G71070.1,49,308,49,309,PF02485.20,Branch,Family,1,246,247,224.6,1.2e-66,1,CL0110
AT1G15490.1,369,630,369,632,PF12697.6,Abhydrolase_6,Domain,1,210,212,72.1,8.9e-20,1,CL0028
AT1G13210.1,40,106,40,107,PF16209.4,PhoLip_ATPase_N,Family,1,66,67,77.1,5.7e-22,1,No_clan
AT1G13210.1,521,623,519,626,PF13246.5,Cation_ATPase,Family,3,87,91,37.2,2.1e-09,1,CL0137
AT1G13210.1,892,1142,892,1143,PF16212.4,PhoLip_ATPase_C,Family,1,248,249,276.5,2.2e-82,1,No_clan
AT1G08280.1,166,377,122,380,PF00777.17,Glyco_transf_29,Family,46,263,271,116.7,1.1e-33,1,No_clan
AT1G56550.1,110,330,109,330,PF03407.15,Nucleotid_trans,Family,2,212,212,195.3,1.2e-57,1,CL0110
AT1G26850.1,95,605,95,605,PF03141.15,Methyltransf_29,Family,1,506,506,774.8,3.2e-233,1,CL0063
AT1G26850.2,95,605,95,605,PF03141.15,Methyltransf_29,Family,1,506,506,774.8,3.2e-233,1,CL0063
AT1G26850.3,95,503,95,504,PF03141.15,Methyltransf_29,Family,1,404,506,588.5,9.5e-177,1,CL0063
AT1G21890.1,13,151,9,153,PF00892.19,EamA,Family,5,135,137,48.6,8.1e-13,1,CL0184
AT1G21890.1,194,331,192,332,PF00892.19,EamA,Family,3,136,137,40.3,3.1e-10,1,CL0184
AT1G72790.1,508,535,507,538,PF05553.10,DUF761,Family,2,29,36,35.2,5.8e-09,1,No_clan
AT1G11280.1,86,188,84,189,PF01453.23,B_lectin,Domain,3,106,107,101.8,1.8e-29,1,No_clan
AT1G11280.1,220,326,219,327,PF00954.19,S_locus_glycop,Domain,2,110,111,106.4,1e-30,1,No_clan
AT1G11280.1,359,418,348,418,PF08276.10,PAN_2,Domain,3,66,66,70.8,7.2e-20,1,CL0168
AT1G11280.1,517,714,515,788,PF07714.16,Pkinase_Tyr,Domain,3,204,260,159.6,8.3e-47,1,CL0016
AT1G11280.1,790,830,789,830,PF11883.7,DUF3403,Family,2,47,47,33.3,3.7e-08,1,No_clan
AT1G11280.2,76,178,74,179,PF01453.23,B_lectin,Domain,3,106,107,101.8,1.8e-29,1,No_clan
AT1G11280.2,210,316,209,317,PF00954.19,S_locus_glycop,Domain,2,110,111,106.4,1e-30,1,No_clan
AT1G11280.2,349,408,330,408,PF08276.10,PAN_2,Domain,3,66,66,70.6,8.2e-20,1,CL0168
AT1G11280.2,507,704,505,778,PF07714.16,Pkinase_Tyr,Domain,3,204,260,159.6,8.1e-47,1,CL0016
AT1G11280.2,780,820,779,820,PF11883.7,DUF3403,Family,2,47,47,33.3,3.7e-08,1,No_clan
AT1G11280.4,86,188,84,189,PF01453.23,B_lectin,Domain,3,106,107,101.8,1.8e-29,1,No_clan
AT1G11280.4,220,326,219,327,PF00954.19,S_locus_glycop,Domain,2,110,111,106.4,1e-30,1,No_clan
AT1G11280.4,359,418,340,418,PF08276.10,PAN_2,Domain,3,66,66,70.6,8.1e-20,1,CL0168
AT1G11280.4,505,702,503,776,PF07714.16,Pkinase_Tyr,Domain,3,204,260,159.6,8e-47,1,CL0016
AT1G11280.4,778,818,777,818,PF11883.7,DUF3403,Family,2,47,47,33.3,3.7e-08,1,No_clan
AT1G11280.3,76,178,74,179,PF01453.23,B_lectin,Domain,3,106,107,101.8,1.8e-29,1,No_clan
AT1G11280.3,210,316,209,317,PF00954.19,S_locus_glycop,Domain,2,110,111,106.4,9.9e-31,1,No_clan
AT1G11280.3,349,408,338,408,PF08276.10,PAN_2,Domain,3,66,66,70.9,6.7e-20,1,CL0168
AT1G11280.3,495,692,493,766,PF07714.16,Pkinase_Tyr,Domain,3,204,260,159.6,7.9e-47,1,CL0016
AT1G11280.3,768,808,767,808,PF11883.7,DUF3403,Family,2,47,47,33.3,3.6e-08,1,No_clan
AT1G08430.1,13,359,12,362,PF11744.7,ALMT,Family,2,348,469,498.3,2e-149,1,CL0307
AT1G43580.1,269,336,269,339,PF14360.5,PAP2_C,Domain,1,69,72,57.5,1.3e-15,1,CL0525
AT1G57670.1,10,174,9,186,PF01582.19,TIR,Family,3,164,176,121.2,3.7e-35,1,CL0173
AT1G02270.1,76,292,74,367,PF03372.22,Exo_endo_phos,Domain,3,160,212,35.7,6.2e-09,1,CL0530
AT1G77350.1,5,118,3,122,PF09775.8,Keratin_assoc,Family,3,120,129,135.6,6.8e-40,1,No_clan
AT1G77350.2,5,118,3,122,PF09775.8,Keratin_assoc,Family,3,120,129,135.6,6.8e-40,1,No_clan
AT1G72175.1,130,164,128,165,PF06803.11,DUF1232,Family,3,36,37,36.5,2.8e-09,1,No_clan
AT1G14360.1,15,317,13,318,PF08449.10,UAA,Family,3,301,302,283.1,2.2e-84,1,CL0184
AT1G16160.1,20,139,19,140,PF13947.5,GUB_WAK_bind,Domain,2,105,106,87.4,8.4e-25,1,No_clan
AT1G16160.1,169,269,169,269,PF08488.10,WAK,Family,1,103,103,125.9,7.3e-37,1,No_clan
AT1G16160.1,413,678,412,681,PF00069.24,Pkinase,Domain,2,258,264,171.6,1.9e-50,1,CL0016
AT1G61260.1,40,72,40,72,PF14364.5,DUF4408,Family,1,33,33,58.0,5.1e-16,1,No_clan
AT1G61260.1,307,342,307,342,PF05553.10,DUF761,Family,1,36,36,52.4,2.5e-14,1,No_clan
AT1G49050.1,203,380,203,380,PF14543.5,TAXi_N,Domain,1,179,179,158.8,1.5e-46,1,CL0129
AT1G49050.1,402,563,401,565,PF14541.5,TAXi_C,Domain,2,159,161,56.9,1.9e-15,1,CL0129
AT1G26730.1,1,300,1,300,PF03105.18,SPX,Domain,1,383,383,211.6,3.1e-62,1,No_clan
AT1G26730.1,389,724,389,724,PF03124.13,EXS,Family,1,329,329,289.4,3.5e-86,1,CL0182
AT1G30520.1,17,441,13,442,PF00501.27,AMP-binding,Family,5,422,423,284.8,8.3e-85,1,CL0378
AT1G30520.1,450,539,450,539,PF13193.5,AMP-binding_C,Domain,1,76,76,50.3,3.3e-13,1,CL0531
AT1G33170.1,119,631,119,631,PF03141.15,Methyltransf_29,Family,1,506,506,746.6,1.1e-224,1,CL0063
AT1G61890.1,57,217,57,217,PF01554.17,MatE,Family,1,161,161,131.6,1.9e-38,1,CL0222
AT1G61890.1,279,441,278,441,PF01554.17,MatE,Family,2,161,161,115.3,1.8e-33,1,CL0222
AT1G30890.1,42,260,38,261,PF03878.14,YIF1,Family,11,238,239,195.1,1.2e-57,1,CL0112
AT1G30890.2,42,260,38,261,PF03878.14,YIF1,Family,11,238,239,195.1,1.2e-57,1,CL0112
AT1G64990.1,143,209,143,210,PF12537.7,GPHR_N,Family,1,67,68,80.7,5.8e-23,1,No_clan
AT1G64990.1,286,456,285,458,PF12430.7,ABA_GPCR,Family,2,179,181,139.7,8.1e-41,1,No_clan
AT1G64990.2,143,209,143,210,PF12537.7,GPHR_N,Family,1,67,68,80.7,5.8e-23,1,No_clan
AT1G64990.2,286,456,285,458,PF12430.7,ABA_GPCR,Family,2,179,181,139.7,8.1e-41,1,No_clan
AT1G14480.1,5,91,5,101,PF12796.6,Ank_2,Repeat,1,74,84,30.2,4.7e-07,1,CL0465
AT1G14480.1,186,216,184,219,PF00023.29,Ank,Repeat,3,31,32,18.1,0.0025,1,CL0465
AT1G14480.1,289,383,284,417,PF13962.5,PGG,Domain,6,105,116,42.1,5.9e-11,1,No_clan
AT1G14480.2,5,91,5,97,PF12796.6,Ank_2,Repeat,1,74,84,30.3,4.4e-07,1,CL0465
AT1G14480.2,246,340,241,373,PF13962.5,PGG,Domain,6,105,116,42.6,4e-11,1,No_clan
AT1G68820.1,35,295,35,295,PF10269.8,Tmemb_185A,Family,1,247,247,319.3,1.7e-95,1,No_clan
AT1G68820.1,420,461,417,462,PF13920.5,zf-C3HC4_3,Domain,4,49,50,40.6,1.6e-10,1,CL0229
AT1G55190.1,32,173,31,173,PF03208.18,PRA1,Family,2,143,143,159.7,3.1e-47,1,No_clan
AT1G62200.1,124,550,124,550,PF00854.20,PTR2,Family,1,395,395,477.3,3e-143,1,CL0015
AT1G67150.2,8,397,8,397,PF03140.14,DUF247,Family,1,396,396,309.9,2.8e-92,1,No_clan
AT1G67150.1,8,393,8,393,PF03140.14,DUF247,Family,1,396,396,311.0,1.4e-92,1,No_clan
AT1G67150.3,8,166,8,177,PF03140.14,DUF247,Family,1,156,396,117.5,7.9e-34,1,No_clan
AT1G67150.3,160,350,159,350,PF03140.14,DUF247,Family,194,396,396,163.1,1.1e-47,1,No_clan
AT1G49405.1,8,136,6,136,PF04535.11,DUF588,Domain,3,150,150,84.6,5.4e-24,1,CL0396
AT1G56610.1,226,251,226,251,PF07723.12,LRR_2,Repeat,1,26,26,25.5,1.4e-05,1,CL0022
AT1G62960.1,171,546,169,546,PF00155.20,Aminotran_1_2,Domain,3,363,363,256.9,2.9e-76,1,CL0061
AT1G23090.1,66,446,66,447,PF00916.19,Sulfate_transp,Family,1,380,381,431.8,1.7e-129,1,CL0062
AT1G23090.1,498,617,498,617,PF01740.20,STAS,Domain,1,117,117,95.6,1.4e-27,1,CL0502
AT1G08640.1,87,192,86,211,PF11833.7,CPP1-like,Family,5,123,198,33.5,2.9e-08,1,No_clan
AT1G29390.1,49,217,42,217,PF05562.10,WCOR413,Family,12,183,183,196.9,2.5e-58,1,No_clan
AT1G29390.2,6,174,2,174,PF05562.10,WCOR413,Family,12,183,183,197.5,1.7e-58,1,No_clan
AT1G70750.1,415,505,414,505,PF04576.14,Zein-binding,Family,2,92,92,106.8,4.6e-31,1,No_clan
AT1G19780.1,107,435,105,437,PF00520.30,Ion_trans,Family,3,243,245,107.3,6.5e-31,1,CL0030
AT1G19780.1,529,618,526,624,PF00027.28,cNMP_binding,Domain,4,82,88,33.5,2.9e-08,1,CL0029
AT1G54520.1,106,391,105,391,PF07466.10,DUF1517,Family,2,288,288,359.6,9.7e-108,1,No_clan
AT1G07390.3,3,46,2,46,PF08263.11,LRRNT_2,Family,8,41,41,22.0,0.00013,1,No_clan
AT1G07390.3,136,195,135,196,PF13855.5,LRR_8,Repeat,2,60,61,31.8,8e-08,1,CL0022
AT1G07390.3,209,269,208,270,PF13855.5,LRR_8,Repeat,2,60,61,28.4,9.7e-07,1,CL0022
AT1G07390.3,359,398,359,406,PF12799.6,LRR_4,Repeat,2,39,43,32.4,7.4e-08,1,CL0022
AT1G07390.3,720,779,720,780,PF13855.5,LRR_8,Repeat,1,60,61,29.1,5.8e-07,1,CL0022
AT1G07390.3,909,968,908,968,PF13855.5,LRR_8,Repeat,2,61,61,42.5,3.7e-11,1,CL0022
AT1G07390.1,3,46,2,46,PF08263.11,LRRNT_2,Family,8,41,41,22.1,0.00013,1,No_clan
AT1G07390.1,136,195,135,196,PF13855.5,LRR_8,Repeat,2,60,61,31.9,7.6e-08,1,CL0022
AT1G07390.1,209,269,208,270,PF13855.5,LRR_8,Repeat,2,60,61,28.4,9.1e-07,1,CL0022
AT1G07390.1,310,349,310,356,PF12799.6,LRR_4,Repeat,2,39,43,32.5,7.2e-08,1,CL0022
AT1G07390.1,671,730,671,731,PF13855.5,LRR_8,Repeat,1,60,61,29.3,5.1e-07,1,CL0022
AT1G07390.1,860,919,859,919,PF13855.5,LRR_8,Repeat,2,61,61,42.6,3.4e-11,1,CL0022
AT1G07390.2,15,74,14,75,PF13855.5,LRR_8,Repeat,2,60,61,32.1,6.5e-08,1,CL0022
AT1G07390.2,88,148,87,149,PF13855.5,LRR_8,Repeat,2,60,61,28.7,7.8e-07,1,CL0022
AT1G07390.2,189,228,189,236,PF12799.6,LRR_4,Repeat,2,39,43,32.7,6.2e-08,1,CL0022
AT1G07390.2,550,609,550,610,PF13855.5,LRR_8,Repeat,1,60,61,29.4,4.7e-07,1,CL0022
AT1G07390.2,739,798,738,798,PF13855.5,LRR_8,Repeat,2,61,61,42.7,3.2e-11,1,CL0022
AT1G09860.1,30,368,30,368,PF16913.4,PUNUT,Family,1,322,322,374.9,3e-112,1,CL0184
AT1G06120.1,55,269,53,276,PF00487.23,FA_desaturase,Domain,3,236,254,54.7,1.2e-14,1,No_clan
AT1G10830.1,140,361,139,363,PF07298.10,NnrU,Family,2,209,211,168.2,1.6e-49,1,CL0115
AT1G10830.2,140,264,139,266,PF07298.10,NnrU,Family,2,123,211,90.7,8.1e-26,1,CL0115
AT1G10340.1,41,130,41,135,PF12796.6,Ank_2,Repeat,1,79,84,47.5,1.9e-12,1,CL0465
AT1G10340.1,175,264,175,268,PF12796.6,Ank_2,Repeat,1,78,84,31.2,2.3e-07,1,CL0465
AT1G10340.1,399,508,398,509,PF13962.5,PGG,Domain,2,115,116,103.3,6.2e-30,1,No_clan
AT1G10340.2,41,130,41,134,PF12796.6,Ank_2,Repeat,1,79,84,47.4,2e-12,1,CL0465
AT1G10340.2,171,260,171,264,PF12796.6,Ank_2,Repeat,1,78,84,31.2,2.2e-07,1,CL0465
AT1G10340.2,395,504,394,505,PF13962.5,PGG,Domain,2,115,116,103.3,6.2e-30,1,No_clan
AT1G26340.1,10,80,9,81,PF00173.27,Cyt-b5,Domain,2,73,74,95.0,2e-27,1,No_clan
AT1G79620.1,35,71,33,71,PF08263.11,LRRNT_2,Family,3,41,41,21.2,0.00025,1,No_clan
AT1G79620.1,640,907,638,908,PF07714.16,Pkinase_Tyr,Domain,3,259,260,168.3,1.8e-49,1,CL0016
AT1G73020.1,188,625,188,628,PF04547.11,Anoctamin,Family,1,444,447,316.5,2.7e-94,1,CL0416
AT1G73020.2,188,625,188,628,PF04547.11,Anoctamin,Family,1,444,447,316.5,2.7e-94,1,CL0416
