seq_id,alignment_start,alignment_end,envelope_start,envelope_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,bit_score,E-value,significance,clan
AT1G53430.1,401,584,400,584,PF11721.7,Malectin,Domain,2,165,165,147.3,3.9e-43,1,CL0468
AT1G53430.1,664,931,661,932,PF07714.16,Pkinase_Tyr,Domain,4,259,260,169.0,1.1e-49,1,CL0016
AT1G19900.1,45,287,45,287,PF07250.10,Glyoxal_oxid_N,Family,1,242,242,378.5,9.3e-114,1,No_clan
AT1G19900.1,442,546,442,547,PF09118.10,DUF1929,Domain,1,98,99,98.2,2.6e-28,1,No_clan
AT1G56140.1,291,350,290,350,PF13855.5,LRR_8,Repeat,2,61,61,31.6,9.7e-08,1,CL0022
AT1G56140.1,426,612,424,612,PF11721.7,Malectin,Domain,3,165,165,142.3,1.3e-41,1,CL0468
AT1G56140.1,697,958,693,961,PF07714.16,Pkinase_Tyr,Domain,5,257,260,156.5,7e-46,1,CL0016
AT1G08450.1,34,268,31,270,PF00262.17,Calreticulin,Family,3,254,366,190.2,4.6e-56,1,CL0004
AT1G08450.1,269,342,267,342,PF00262.17,Calreticulin,Family,293,366,366,68.7,3.9e-19,1,CL0004
AT1G08450.3,34,268,31,270,PF00262.17,Calreticulin,Family,3,254,366,190.4,3.9e-56,1,CL0004
AT1G08450.2,34,139,31,141,PF00262.17,Calreticulin,Family,3,117,366,63.1,1.9e-17,1,CL0004
AT1G08450.2,215,288,213,288,PF00262.17,Calreticulin,Family,293,366,366,68.7,3.7e-19,1,CL0004
AT1G21880.2,112,158,112,158,PF01476.19,LysM,Domain,1,44,44,24.4,2e-05,1,CL0187
AT1G21880.2,178,220,178,220,PF01476.19,LysM,Domain,1,44,44,34.6,1.4e-08,1,CL0187
AT1G61370.1,73,175,71,176,PF01453.23,B_lectin,Domain,3,106,107,81.3,4.1e-23,1,No_clan
AT1G61370.1,206,316,206,316,PF00954.19,S_locus_glycop,Domain,1,111,111,113.2,7.8e-33,1,No_clan
AT1G61370.1,348,407,337,407,PF08276.10,PAN_2,Domain,3,66,66,70.0,1.2e-19,1,CL0168
AT1G61370.1,502,769,501,772,PF07714.16,Pkinase_Tyr,Domain,2,257,260,161.4,2.3e-47,1,CL0016
AT1G61370.1,773,814,773,814,PF11883.7,DUF3403,Family,1,47,47,43.3,2.7e-11,1,No_clan
AT1G25570.1,32,365,32,365,PF12819.6,Malectin_like,Domain,1,336,336,219.7,5.4e-65,1,CL0468
AT1G65800.1,76,185,76,186,PF01453.23,B_lectin,Domain,1,106,107,105.4,1.3e-30,1,No_clan
AT1G65800.1,216,324,216,325,PF00954.19,S_locus_glycop,Domain,1,110,111,133.0,5.5e-39,1,No_clan
AT1G65800.1,345,411,345,411,PF08276.10,PAN_2,Domain,1,66,66,83.6,7.3e-24,1,CL0168
AT1G65800.1,472,513,472,513,PF12398.7,DUF3660,Family,1,42,42,77.0,7.5e-22,1,No_clan
AT1G65800.1,525,796,523,798,PF07714.16,Pkinase_Tyr,Domain,3,258,260,172.3,1.1e-50,1,CL0016
AT1G65800.1,800,847,800,847,PF11883.7,DUF3403,Family,1,47,47,76.2,1.5e-21,1,No_clan
AT1G70280.2,142,168,142,169,PF01436.20,NHL,Repeat,1,27,28,24.7,1.4e-05,1,CL0186
AT1G62981.1,41,333,40,333,PF06697.11,DUF1191,Family,2,269,269,293.0,1.7e-87,1,No_clan
AT1G62981.2,41,333,40,333,PF06697.11,DUF1191,Family,2,269,269,293.0,1.7e-87,1,No_clan
AT1G34290.1,94,130,94,134,PF12799.6,LRR_4,Repeat,1,35,43,30.3,3.6e-07,1,CL0022
AT1G28335.1,30,81,23,81,PF07333.11,SLR1-BP,Domain,11,58,58,31.0,2.3e-07,1,CL0054
AT1G53440.1,407,590,406,590,PF11721.7,Malectin,Domain,2,165,165,141.7,2e-41,1,CL0468
AT1G53440.1,670,937,667,938,PF07714.16,Pkinase_Tyr,Domain,4,259,260,167.6,2.8e-49,1,CL0016
AT1G69990.1,18,60,18,60,PF08263.11,LRRNT_2,Family,1,41,41,31.6,1.3e-07,1,No_clan
AT1G69990.1,90,110,90,112,PF00560.32,LRR_1,Repeat,1,21,23,10.7,0.64,1,CL0022
AT1G69990.1,114,174,114,174,PF13855.5,LRR_8,Repeat,1,61,61,28.0,1.3e-06,1,CL0022
AT1G69990.1,320,562,304,563,PF07714.16,Pkinase_Tyr,Domain,31,259,260,95.4,3e-27,1,CL0016
AT1G71980.1,58,140,47,140,PF02225.21,PA,Family,9,93,93,36.1,4.8e-09,1,CL0364
AT1G71980.1,231,274,230,274,PF13639.5,zf-RING_2,Domain,2,44,44,46.9,2.3e-12,1,CL0229
AT1G17750.1,28,72,27,72,PF08263.11,LRRNT_2,Family,2,41,41,28.7,1.1e-06,1,No_clan
AT1G17750.1,125,147,125,147,PF00560.32,LRR_1,Repeat,1,23,23,11.1,0.45,1,CL0022
AT1G17750.1,149,171,149,171,PF00560.32,LRR_1,Repeat,1,23,23,9.7,1.3,1,CL0022
AT1G17750.1,293,352,292,352,PF13855.5,LRR_8,Repeat,2,61,61,28.1,1.2e-06,1,CL0022
AT1G17750.1,484,543,484,543,PF13855.5,LRR_8,Repeat,2,61,61,29.9,3.2e-07,1,CL0022
AT1G17750.1,797,1071,794,1073,PF00069.24,Pkinase,Domain,4,260,264,163.5,5.6e-48,1,CL0016
AT1G54020.2,34,330,34,330,PF00657.21,Lipase_GDSL,Family,1,200,200,98.8,3.5e-28,1,CL0264
AT1G08350.2,52,545,51,546,PF02990.15,EMP70,Family,2,514,515,469.3,1.4e-140,1,No_clan
AT1G61770.1,34,95,34,95,PF00226.30,DnaJ,Domain,1,63,63,76.8,9.6e-22,1,CL0392
AT1G77790.1,32,342,30,343,PF00332.17,Glyco_hydro_17,Domain,3,308,309,297.1,1.5e-88,1,CL0058
AT1G52310.1,70,187,69,189,PF00059.20,Lectin_C,Domain,2,106,108,43.7,3.5e-11,1,CL0056
AT1G52310.1,288,542,271,542,PF07714.16,Pkinase_Tyr,Domain,26,260,260,140.1,7.3e-41,1,CL0016
AT1G13680.1,73,182,72,209,PF00388.18,PI-PLC-X,Family,2,108,145,22.3,7.2e-05,1,CL0384
AT1G16150.1,33,143,31,144,PF13947.5,GUB_WAK_bind,Domain,4,105,106,81.8,4.8e-23,1,No_clan
AT1G16150.1,174,282,174,282,PF08488.10,WAK,Family,1,103,103,141.1,1.4e-41,1,No_clan
AT1G16150.1,443,708,442,711,PF00069.24,Pkinase,Domain,2,258,264,176.5,5.9e-52,1,CL0016
AT1G62500.1,211,294,211,294,PF14547.5,Hydrophob_seed,Domain,1,84,84,87.9,3.3e-25,1,CL0482
AT1G70170.1,61,113,55,115,PF01471.17,PG_binding_1,Domain,7,55,57,40.7,1.8e-10,1,CL0244
AT1G70170.1,164,324,163,324,PF00413.23,Peptidase_M10,Domain,2,158,158,165.4,8.3e-49,1,CL0126
AT1G22600.1,201,299,199,301,PF13664.5,DUF4149,Domain,3,99,102,63.3,2e-17,1,CL0430
AT1G30760.1,84,222,84,224,PF01565.22,FAD_binding_4,Domain,1,136,139,92.1,2.2e-26,1,CL0077
AT1G30760.1,477,530,477,530,PF08031.11,BBE,Domain,1,46,46,85.8,1.4e-24,1,CL0277
AT1G72230.1,31,111,29,111,PF02298.16,Cu_bind_like,Domain,1,84,84,80.0,9e-23,1,CL0026
AT1G26770.1,61,146,61,146,PF03330.17,DPBB_1,Domain,1,83,83,76.9,9.9e-22,1,CL0199
AT1G26770.1,157,234,157,234,PF01357.20,Pollen_allerg_1,Domain,1,80,80,97.2,3.8e-28,1,No_clan
AT1G48940.1,41,119,34,119,PF02298.16,Cu_bind_like,Domain,4,84,84,71.6,3.7e-20,1,CL0026
AT1G70110.1,28,271,24,272,PF00139.18,Lectin_legB,Domain,9,249,250,236.4,3.2e-70,1,CL0004
AT1G70110.1,345,552,344,619,PF00069.24,Pkinase,Domain,2,204,264,168.2,2e-49,1,CL0016
AT1G57775.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,58.0,7.2e-16,1,CL0482
AT1G11925.1,50,140,11,140,PF04885.12,Stig1,Family,49,139,139,124.9,2.9e-36,1,No_clan
AT1G61490.1,72,174,70,175,PF01453.23,B_lectin,Domain,3,106,107,96.6,7.3e-28,1,No_clan
AT1G61490.1,205,311,205,312,PF00954.19,S_locus_glycop,Domain,1,110,111,115.3,1.7e-33,1,No_clan
AT1G61490.1,340,398,333,399,PF08276.10,PAN_2,Domain,3,65,66,71.9,3.2e-20,1,CL0168
AT1G61490.1,491,757,490,761,PF07714.16,Pkinase_Tyr,Domain,2,256,260,163.1,6.7e-48,1,CL0016
AT1G61490.1,762,804,762,804,PF11883.7,DUF3403,Family,1,47,47,65.5,3.2e-18,1,No_clan
AT1G78830.1,93,186,91,191,PF01453.23,B_lectin,Domain,3,104,107,85.8,1.7e-24,1,No_clan
AT1G55610.1,34,74,33,74,PF08263.11,LRRNT_2,Family,4,41,41,32.4,7.5e-08,1,No_clan
AT1G55610.1,124,139,123,141,PF13516.5,LRR_6,Repeat,2,17,24,9.7,0.88,1,CL0022
AT1G55610.1,202,215,200,216,PF13516.5,LRR_6,Repeat,4,17,24,10.0,0.69,1,CL0022
AT1G55610.1,373,389,373,390,PF13516.5,LRR_6,Repeat,1,17,24,10.8,0.4,1,CL0022
AT1G55610.1,424,440,424,442,PF13516.5,LRR_6,Repeat,1,17,24,9.0,1.5,1,CL0022
AT1G55610.1,665,723,663,723,PF13855.5,LRR_8,Repeat,3,61,61,44.9,6.9e-12,1,CL0022
AT1G55610.1,861,1132,859,1134,PF00069.24,Pkinase,Domain,3,260,264,149.2,1.3e-43,1,CL0016
AT1G55610.2,34,74,33,74,PF08263.11,LRRNT_2,Family,4,41,41,32.4,7.5e-08,1,No_clan
AT1G55610.2,124,139,123,141,PF13516.5,LRR_6,Repeat,2,17,24,9.7,0.88,1,CL0022
AT1G55610.2,202,215,200,216,PF13516.5,LRR_6,Repeat,4,17,24,10.0,0.69,1,CL0022
AT1G55610.2,373,389,373,390,PF13516.5,LRR_6,Repeat,1,17,24,10.8,0.4,1,CL0022
AT1G55610.2,424,440,424,442,PF13516.5,LRR_6,Repeat,1,17,24,9.0,1.5,1,CL0022
AT1G55610.2,665,723,663,723,PF13855.5,LRR_8,Repeat,3,61,61,44.9,6.9e-12,1,CL0022
AT1G55610.2,861,1132,859,1134,PF00069.24,Pkinase,Domain,3,260,264,149.2,1.3e-43,1,CL0016
AT1G22500.1,117,160,116,160,PF13639.5,zf-RING_2,Domain,2,44,44,51.4,9e-14,1,CL0229
AT1G61380.1,69,172,67,172,PF01453.23,B_lectin,Domain,3,107,107,97.3,4.4e-28,1,No_clan
AT1G61380.1,202,311,202,311,PF00954.19,S_locus_glycop,Domain,1,111,111,115.5,1.6e-33,1,No_clan
AT1G61380.1,343,402,331,402,PF08276.10,PAN_2,Domain,3,66,66,63.8,1.1e-17,1,CL0168
AT1G61380.1,491,686,488,706,PF07714.16,Pkinase_Tyr,Domain,4,203,260,149.6,8.9e-44,1,CL0016
AT1G61380.1,761,805,760,805,PF11883.7,DUF3403,Family,2,47,47,37.5,1.8e-09,1,No_clan
AT1G12740.2,71,459,32,472,PF00067.21,p450,Domain,31,445,463,220.0,4.9e-65,1,No_clan
AT1G12740.1,32,453,32,466,PF00067.21,p450,Domain,1,445,463,228.5,1.2e-67,1,No_clan
AT1G23890.2,100,126,100,127,PF01436.20,NHL,Repeat,1,27,28,22.4,7.8e-05,1,CL0186
AT1G23890.1,100,126,100,127,PF01436.20,NHL,Repeat,1,27,28,23.2,4.4e-05,1,CL0186
AT1G61790.1,37,335,36,340,PF04756.12,OST3_OST6,Family,2,291,293,258.8,5.7e-77,1,CL0172
AT1G05820.1,99,167,77,167,PF02225.21,PA,Family,25,93,93,31.5,1.3e-07,1,CL0364
AT1G05820.1,242,523,240,524,PF04258.12,Peptidase_A22B,Family,3,283,284,286.1,3.1e-85,1,CL0130
AT1G05820.2,99,167,77,167,PF02225.21,PA,Family,25,93,93,31.6,1.2e-07,1,CL0364
AT1G05820.2,242,505,240,507,PF04258.12,Peptidase_A22B,Family,3,265,284,260.0,2.7e-77,1,CL0130
AT1G57620.1,27,207,25,207,PF01105.23,EMP24_GP25L,Domain,3,182,182,155.7,1.1e-45,1,CL0521
AT1G48020.1,31,169,29,169,PF04043.14,PMEI,Domain,3,154,154,76.6,2.3e-21,1,No_clan
AT1G11050.1,296,505,295,575,PF00069.24,Pkinase,Domain,2,200,264,149.7,8.8e-44,1,CL0016
AT1G54620.1,35,182,35,185,PF04043.14,PMEI,Domain,1,150,154,79.4,3.3e-22,1,No_clan
AT1G75030.1,30,243,30,243,PF00314.16,Thaumatin,Domain,1,217,217,273.5,1.2e-81,1,CL0293
AT1G69910.1,41,129,27,135,PF13947.5,GUB_WAK_bind,Domain,11,96,106,27.9,2.8e-06,1,No_clan
AT1G69910.1,326,617,324,619,PF00069.24,Pkinase,Domain,3,260,264,143.9,5.3e-42,1,CL0016
AT1G61500.1,73,175,71,176,PF01453.23,B_lectin,Domain,3,106,107,98.3,2.2e-28,1,No_clan
AT1G61500.1,206,313,206,313,PF00954.19,S_locus_glycop,Domain,1,111,111,119.5,8.5e-35,1,No_clan
AT1G61500.1,341,399,334,400,PF08276.10,PAN_2,Domain,3,65,66,72.9,1.6e-20,1,CL0168
AT1G61500.1,492,759,491,762,PF07714.16,Pkinase_Tyr,Domain,2,257,260,169.9,5.6e-50,1,CL0016
AT1G61500.1,763,804,763,804,PF11883.7,DUF3403,Family,1,47,47,61.5,5.7e-17,1,No_clan
AT1G64210.1,23,59,22,59,PF08263.11,LRRNT_2,Family,2,41,41,35.6,7.4e-09,1,No_clan
AT1G64210.1,79,124,77,124,PF13855.5,LRR_8,Repeat,16,61,61,30.9,1.6e-07,1,CL0022
AT1G64210.1,131,171,130,172,PF13855.5,LRR_8,Repeat,20,60,61,30.4,2.3e-07,1,CL0022
AT1G64210.1,310,576,307,577,PF00069.24,Pkinase,Domain,4,260,264,116.4,1.3e-33,1,CL0016
AT1G10588.1,31,90,30,90,PF02704.13,GASA,Family,2,60,60,77.4,6.2e-22,1,No_clan
AT1G10588.2,30,89,29,89,PF02704.13,GASA,Family,2,60,60,77.5,5.9e-22,1,No_clan
AT1G11765.1,34,136,32,136,PF05938.10,Self-incomp_S1,Family,3,104,104,86.2,1.7e-24,1,No_clan
AT1G33720.1,39,496,39,503,PF00067.21,p450,Domain,1,456,463,356.8,1.6e-106,1,No_clan
AT1G48480.1,34,69,33,70,PF08263.11,LRRNT_2,Family,2,40,41,34.4,1.8e-08,1,No_clan
AT1G48480.1,87,133,73,133,PF13855.5,LRR_8,Repeat,15,61,61,31.0,1.5e-07,1,CL0022
AT1G48480.1,375,638,372,639,PF07714.16,Pkinase_Tyr,Domain,5,259,260,131.0,4.4e-38,1,CL0016
AT1G70140.1,301,706,297,707,PF02181.22,FH2,Family,6,371,372,360.9,7.2e-108,1,No_clan
AT1G45221.1,38,109,24,109,PF05617.10,Prolamin_like,Domain,1,74,74,55.6,4.1e-15,1,CL0482
AT1G62980.1,66,152,66,152,PF03330.17,DPBB_1,Domain,1,83,83,75.1,3.8e-21,1,CL0199
AT1G62980.1,163,241,163,241,PF01357.20,Pollen_allerg_1,Domain,1,80,80,82.5,1.5e-23,1,No_clan
AT1G76160.1,34,147,33,149,PF07732.14,Cu-oxidase_3,Domain,2,117,119,118.7,1.2e-34,1,CL0026
AT1G76160.1,160,295,159,296,PF00394.21,Cu-oxidase,Domain,2,158,159,149.9,6e-44,1,CL0026
AT1G76160.1,377,513,376,516,PF07731.13,Cu-oxidase_2,Domain,2,134,137,100.9,4.2e-29,1,CL0026
AT1G20225.1,43,210,40,211,PF13462.5,Thioredoxin_4,Domain,14,165,166,37.1,3.1e-09,1,CL0172
AT1G24070.1,123,357,122,357,PF13641.5,Glyco_tranf_2_3,Domain,3,230,230,88.5,5.5e-25,1,CL0110
AT1G02900.1,58,119,58,120,PF05498.10,RALF,Family,1,63,64,100.1,8.8e-29,1,No_clan
AT1G65570.1,58,384,58,392,PF00295.16,Glyco_hydro_28,Domain,1,320,325,279.9,2.2e-83,1,CL0268
AT1G75640.1,26,65,25,66,PF08263.11,LRRNT_2,Family,2,40,41,44.2,1.6e-11,1,No_clan
AT1G75640.1,507,565,507,566,PF13855.5,LRR_8,Repeat,2,60,61,35.2,7.3e-09,1,CL0022
AT1G75640.1,579,638,578,638,PF13855.5,LRR_8,Repeat,2,61,61,32.3,5.6e-08,1,CL0022
AT1G75640.1,842,1059,839,1068,PF07714.16,Pkinase_Tyr,Domain,4,223,260,109.5,1.6e-31,1,CL0016
AT1G55130.1,55,593,55,594,PF02990.15,EMP70,Family,1,514,515,719.8,1.7e-216,1,No_clan
AT1G54000.1,37,338,37,338,PF00657.21,Lipase_GDSL,Family,1,200,200,90.8,9.9e-26,1,CL0264
AT1G07550.1,32,353,32,354,PF12819.6,Malectin_like,Domain,1,335,336,383.3,9.2e-115,1,CL0468
AT1G07550.1,411,470,410,470,PF13855.5,LRR_8,Repeat,2,61,61,33.5,2.4e-08,1,CL0022
AT1G07550.1,564,825,561,827,PF00069.24,Pkinase,Domain,5,260,264,146.7,7.6e-43,1,CL0016
AT1G61740.1,50,176,5,178,PF01925.18,TauE,Family,115,234,236,45.1,8.3e-12,1,CL0292
AT1G61740.1,325,434,322,451,PF01925.18,TauE,Family,4,107,236,41.9,7.9e-11,1,CL0292
AT1G51880.1,32,354,32,354,PF12819.6,Malectin_like,Domain,1,336,336,374.1,5.7e-112,1,CL0468
AT1G51880.1,576,842,574,842,PF07714.16,Pkinase_Tyr,Domain,3,260,260,164.1,3.5e-48,1,CL0016
AT1G17150.1,60,389,60,394,PF00295.16,Glyco_hydro_28,Domain,1,321,325,291.4,7.1e-87,1,CL0268
AT1G16130.1,33,137,32,138,PF13947.5,GUB_WAK_bind,Domain,2,105,106,87.9,6e-25,1,No_clan
AT1G16130.1,168,274,168,274,PF08488.10,WAK,Family,1,103,103,138.0,1.2e-40,1,No_clan
AT1G16130.1,418,683,416,686,PF07714.16,Pkinase_Tyr,Domain,3,257,260,176.8,4.7e-52,1,CL0016
AT1G61360.1,68,171,66,171,PF01453.23,B_lectin,Domain,3,107,107,99.0,1.3e-28,1,No_clan
AT1G61360.1,201,310,201,310,PF00954.19,S_locus_glycop,Domain,1,111,111,113.5,6.5e-33,1,No_clan
AT1G61360.1,342,401,331,401,PF08276.10,PAN_2,Domain,3,66,66,70.1,1.2e-19,1,CL0168
AT1G61360.1,500,698,498,771,PF07714.16,Pkinase_Tyr,Domain,3,205,260,164.7,2.2e-48,1,CL0016
AT1G71990.1,216,394,211,399,PF00852.18,Glyco_transf_10,Family,4,163,177,106.0,1.6e-30,1,CL0113
AT1G61440.1,65,167,63,168,PF01453.23,B_lectin,Domain,3,106,107,91.4,3e-26,1,No_clan
AT1G61440.1,198,305,198,305,PF00954.19,S_locus_glycop,Domain,1,111,111,116.4,7.9e-34,1,No_clan
AT1G61440.1,333,392,326,392,PF08276.10,PAN_2,Domain,3,66,66,66.8,1.2e-18,1,CL0168
AT1G61440.1,479,745,478,749,PF07714.16,Pkinase_Tyr,Domain,2,256,260,165.7,1.1e-48,1,CL0016
AT1G61440.1,750,792,750,792,PF11883.7,DUF3403,Family,1,47,47,55.4,4.6e-15,1,No_clan
AT1G48750.1,23,93,4,94,PF14368.5,LTP_2,Family,16,93,96,34.0,2.3e-08,1,CL0482
AT1G19610.1,29,78,29,78,PF00304.19,Gamma-thionin,Domain,1,47,47,47.9,1.1e-12,1,CL0054
AT1G11910.1,81,505,81,505,PF00026.22,Asp,Family,1,315,315,447.9,2e-134,1,CL0129
AT1G11910.1,315,348,315,348,PF03489.16,SapB_2,Family,1,34,34,53.8,1.4e-14,1,No_clan
AT1G11910.1,379,415,378,415,PF05184.14,SapB_1,Domain,2,38,38,51.6,5.9e-14,1,No_clan
AT1G05700.1,34,353,34,355,PF12819.6,Malectin_like,Domain,1,334,336,334.7,5.4e-100,1,CL0468
AT1G05700.1,409,469,409,469,PF13855.5,LRR_8,Repeat,1,61,61,28.6,8.2e-07,1,CL0022
AT1G05700.1,573,836,571,838,PF00069.24,Pkinase,Domain,4,259,264,154.2,3.9e-45,1,CL0016
AT1G16905.1,88,183,87,185,PF01453.23,B_lectin,Domain,3,105,107,81.5,3.7e-23,1,No_clan
AT1G60625.1,28,74,15,74,PF05498.10,RALF,Family,16,64,64,32.9,8.4e-08,1,No_clan
AT1G25320.1,24,64,23,64,PF08263.11,LRRNT_2,Family,2,41,41,53.0,2.8e-14,1,No_clan
AT1G25320.1,92,108,92,114,PF00560.32,LRR_1,Repeat,1,16,23,10.4,0.78,1,CL0022
AT1G25320.1,141,162,140,162,PF00560.32,LRR_1,Repeat,2,23,23,10.7,0.61,1,CL0022
AT1G25320.1,164,224,163,225,PF13855.5,LRR_8,Repeat,2,60,61,32.9,3.8e-08,1,CL0022
AT1G25320.1,410,693,407,696,PF00069.24,Pkinase,Domain,6,259,264,114.7,4.3e-33,1,CL0016
AT1G44750.3,1,285,1,286,PF16913.4,PUNUT,Family,34,321,322,396.1,1e-118,1,CL0184
AT1G07560.1,33,354,33,356,PF12819.6,Malectin_like,Domain,1,334,336,389.1,1.5e-116,1,CL0468
AT1G07560.1,412,472,412,480,PF13855.5,LRR_8,Repeat,1,61,61,32.0,7e-08,1,CL0022
AT1G07560.1,573,834,570,836,PF00069.24,Pkinase,Domain,4,260,264,150.4,5.5e-44,1,CL0016
AT1G25390.1,25,137,24,138,PF13947.5,GUB_WAK_bind,Domain,2,105,106,27.2,4.5e-06,1,No_clan
AT1G25390.1,293,564,291,564,PF07714.16,Pkinase_Tyr,Domain,3,260,260,169.3,8.8e-50,1,CL0016
AT1G14670.1,54,549,53,549,PF02990.15,EMP70,Family,2,515,515,569.2,7.2e-171,1,No_clan
AT1G66940.1,38,109,32,136,PF13947.5,GUB_WAK_bind,Domain,7,77,106,33.4,5.2e-08,1,No_clan
AT1G66940.1,154,222,133,231,PF14380.5,WAK_assoc,Domain,25,93,106,38.6,1.3e-09,1,No_clan
AT1G66940.1,230,256,221,257,PF14380.5,WAK_assoc,Domain,79,105,106,21.6,0.00026,1,No_clan
AT1G66940.2,154,222,133,231,PF14380.5,WAK_assoc,Domain,25,93,106,38.8,1.2e-09,1,No_clan
AT1G66940.2,230,256,221,257,PF14380.5,WAK_assoc,Domain,79,105,106,21.7,0.00024,1,No_clan
AT1G66940.3,154,222,133,231,PF14380.5,WAK_assoc,Domain,25,93,106,38.8,1.2e-09,1,No_clan
AT1G66940.3,230,256,221,257,PF14380.5,WAK_assoc,Domain,79,105,106,21.7,0.00024,1,No_clan
AT1G77220.1,44,321,42,321,PF03619.15,Solute_trans_a,Family,3,264,264,296.1,2.3e-88,1,No_clan
AT1G05240.1,48,284,42,285,PF00141.22,peroxidase,Domain,7,227,229,235.0,7.7e-70,1,CL0617
AT1G10950.1,54,546,53,546,PF02990.15,EMP70,Family,2,515,515,555.1,1.4e-166,1,No_clan
AT1G05850.1,68,295,64,304,PF00182.18,Glyco_hydro_19,Domain,6,228,232,206.9,3.7e-61,1,CL0037
AT1G29980.1,39,204,39,204,PF04862.11,DUF642,Domain,1,157,157,216.5,1.4e-64,1,CL0202
AT1G29980.1,216,382,215,383,PF04862.11,DUF642,Domain,2,156,157,68.8,4e-19,1,CL0202
AT1G14110.1,39,335,28,336,PF03254.12,XG_FTase,Family,26,329,478,432.7,1.5e-129,1,No_clan
AT1G14110.1,336,445,335,445,PF03254.12,XG_FTase,Family,369,478,478,156.8,6.7e-46,1,No_clan
AT1G73890.1,24,107,8,107,PF14368.5,LTP_2,Family,16,96,96,49.3,3.8e-13,1,CL0482
AT1G24150.1,306,500,303,501,PF02181.22,FH2,Family,4,200,372,186.6,6.6e-55,1,No_clan
AT1G24150.1,500,674,500,675,PF02181.22,FH2,Family,238,371,372,101.3,5.6e-29,1,No_clan
AT1G27480.1,75,314,74,329,PF02450.14,LCAT,Family,2,242,392,142.9,1.4e-41,1,CL0028
AT1G70690.1,36,132,35,133,PF01657.16,Stress-antifung,Family,2,94,95,66.9,1.8e-18,1,No_clan
AT1G70690.1,176,233,147,234,PF01657.16,Stress-antifung,Family,37,93,95,40.4,3.2e-10,1,No_clan
AT1G49730.4,331,531,328,585,PF00069.24,Pkinase,Domain,5,198,264,160.6,4.4e-47,1,CL0016
AT1G49730.2,329,436,328,442,PF07714.16,Pkinase_Tyr,Domain,3,117,260,68.6,4.6e-19,1,CL0016
AT1G60630.1,23,55,22,56,PF08263.11,LRRNT_2,Family,2,38,41,32.3,8.4e-08,1,No_clan
AT1G60630.1,353,613,351,615,PF00069.24,Pkinase,Domain,4,260,264,122.5,1.7e-35,1,CL0016
AT1G28340.1,31,365,31,365,PF12819.6,Malectin_like,Domain,1,336,336,239.9,3.8e-71,1,CL0468
AT1G28340.1,446,505,445,505,PF13855.5,LRR_8,Repeat,2,61,61,35.8,4.5e-09,1,CL0022
AT1G11300.1,74,181,74,182,PF01453.23,B_lectin,Domain,1,106,107,109.0,1e-31,1,No_clan
AT1G11300.1,215,323,215,324,PF00954.19,S_locus_glycop,Domain,1,110,111,113.6,5.8e-33,1,No_clan
AT1G11300.1,352,409,345,410,PF08276.10,PAN_2,Domain,3,65,66,49.2,4.1e-13,1,CL0168
AT1G11300.1,510,771,509,773,PF07714.16,Pkinase_Tyr,Domain,2,258,260,161.6,2e-47,1,CL0016
AT1G11300.1,904,1011,904,1012,PF01453.23,B_lectin,Domain,1,106,107,108.2,1.8e-31,1,No_clan
AT1G11300.1,1045,1153,1045,1154,PF00954.19,S_locus_glycop,Domain,1,110,111,106.6,9e-31,1,No_clan
AT1G11300.1,1182,1239,1175,1240,PF08276.10,PAN_2,Domain,3,65,66,50.7,1.3e-13,1,CL0168
AT1G11300.1,1340,1600,1339,1603,PF07714.16,Pkinase_Tyr,Domain,2,257,260,156.1,9.5e-46,1,CL0016
AT1G23460.1,97,420,94,428,PF00295.16,Glyco_hydro_28,Domain,5,318,325,310.7,9.4e-93,1,CL0268
AT1G24650.1,22,51,20,57,PF08263.11,LRRNT_2,Family,3,36,41,11.8,0.22,1,No_clan
AT1G24650.1,327,361,323,362,PF08263.11,LRRNT_2,Family,5,40,41,19.0,0.0012,1,No_clan
AT1G24650.1,384,424,380,424,PF13855.5,LRR_8,Repeat,21,61,61,28.0,1.2e-06,1,CL0022
AT1G24650.1,548,821,547,823,PF00069.24,Pkinase,Domain,2,260,264,155.9,1.1e-45,1,CL0016
AT1G19090.1,71,128,34,129,PF01657.16,Stress-antifung,Family,39,94,95,36.2,6.8e-09,1,No_clan
AT1G19090.1,153,234,144,235,PF01657.16,Stress-antifung,Family,12,94,95,43.8,2.9e-11,1,No_clan
AT1G19090.1,329,569,312,571,PF07714.16,Pkinase_Tyr,Domain,32,258,260,138.4,2.3e-40,1,CL0016
AT1G43667.1,32,96,14,98,PF14368.5,LTP_2,Family,17,92,96,31.9,1e-07,1,CL0482
AT1G52780.1,59,1017,59,1018,PF11145.7,DUF2921,Family,1,894,895,964.4,4.8e-290,1,No_clan
AT1G54010.1,37,338,37,338,PF00657.21,Lipase_GDSL,Family,1,200,200,91.8,5.1e-26,1,CL0264
AT1G24170.1,86,346,86,348,PF01501.19,Glyco_transf_8,Family,1,254,256,170.9,3.3e-50,1,CL0110
AT1G05300.1,48,357,46,357,PF02535.21,Zip,Family,3,333,333,240.4,2.7e-71,1,CL0184
AT1G05300.2,48,263,46,266,PF02535.21,Zip,Family,3,241,333,139.7,1.1e-40,1,CL0184
